# time [m]  height [ft]
	0   	 47.94
 6795   	 47.93
 6810   	 47.89
 6825   	 47.91
 6840   	 47.93
 6855   	 47.93
 6870   	 47.90
 6885   	 47.92
 6900   	 47.90
 6915   	 47.89
 6930   	 47.89
 6945   	 47.89
 6960   	 47.90
 6975   	 47.89
 6990   	 47.88
 7005   	 47.87
 7020   	 47.87
 7035   	 47.86
 7050   	 47.86
 7065   	 47.86
 7080   	 47.86
 7095   	 47.87
 7110   	 47.88
 7125   	 47.86
 7140   	 47.85
 7155   	 47.84
 7170   	 47.86
 7185   	 47.86
 7200   	 47.83
 7215   	 47.83
 7230   	 47.86
 7245   	 47.83
 7260   	 47.83
 7275   	 47.83
 7290   	 47.85
 7305   	 47.83
 7320   	 47.84
 7335   	 47.83
 7350   	 47.83
 7365   	 47.83
 7380   	 47.83
 7395   	 47.84
 7410   	 47.84
 7425   	 47.84
 7440   	 47.81
 7455   	 47.82
 7470   	 47.83
 7485   	 47.84
 7500   	 47.84
 7515   	 47.83
 7530   	 47.81
 7545   	 47.81
 7560   	 47.82
 7575   	 47.82
 7590   	 47.83
 7605   	 47.81
 7620   	 47.83
 7635   	 47.81
 7650   	 47.82
 7665   	 47.82
 7680   	 47.80
 7695   	 47.82
 7710   	 47.81
 7725   	 47.82
 7740   	 47.81
 7755   	 47.82
 7770   	 47.83
 7785   	 47.82
 7800   	 47.82
 7815   	 47.82
 7830   	 47.83
 7845   	 47.83
 7860   	 47.82
 7875   	 47.84
 7890   	 47.84
 7905   	 47.85
 7920   	 47.84
 7935   	 47.84
 7950   	 47.88
 7965   	 47.87
 7980   	 47.87
 7995   	 47.89
 8010   	 47.86
 8025   	 47.88
 8040   	 47.84
 8055   	 47.91
 8070   	 47.89
 8085   	 47.89
 8100   	 47.89
 8115   	 47.90
 8130   	 47.84
 8145   	 47.87
 8160   	 47.88
 8175   	 47.89
 8190   	 47.87
 8205   	 47.90
 8220   	 47.86
 8235   	 47.88
 8250   	 47.89
 8265   	 47.91
 8280   	 47.86
 8295   	 47.88
 8310   	 47.93
 8325   	 47.89
 8340   	 47.90
 8355   	 47.92
 8370   	 47.92
 8385   	 47.96
 8400   	 47.93
 8415   	 47.93
 8430   	 47.93
 8445   	 47.93
 8460   	 47.89
 8475   	 47.85
 8490   	 47.90
 8505   	 47.90
 8520   	 47.89
 8535   	 47.87
 8550   	 47.82
 8565   	 47.88
 8580   	 47.89
 8595   	 47.88
 8610   	 47.87
 8625   	 47.87
 8640   	 47.83
 8655   	 47.86
 8670   	 47.87
 8685   	 47.87
 8700   	 47.88
 8715   	 47.85
 8730   	 47.85
 8745   	 47.85
 8760   	 47.85
 8775   	 47.89
 8790   	 47.87
 8805   	 47.83
 8820   	 47.87
 8835   	 47.84
 8850   	 47.87
 8865   	 47.86
 8880   	 47.85
 8895   	 47.81
 8910   	 47.84
 8925   	 47.85
 8940   	 47.82
 8955   	 47.85
 8970   	 47.86
 8985   	 47.83
 9000   	 47.85
 9015   	 47.82
 9030   	 47.85
 9045   	 47.85
 9060   	 47.83
 9075   	 47.85
 9090   	 47.83
 9105   	 47.83
 9120   	 47.83
 9135   	 47.82
 9150   	 47.84
 9165   	 47.83
 9180   	 47.83
 9195   	 47.83
 9210   	 47.82
 9225   	 47.84
 9240   	 47.83
 9255   	 47.81
 9270   	 47.81
 9285   	 47.85
 9300   	 47.81
 9315   	 47.83
 9330   	 47.84
 9345   	 47.82
 9360   	 47.82
 9375   	 47.87
 9390   	 47.88
 9405   	 47.88
 9420   	 47.86
 9435   	 47.87
 9450   	 47.85
 9465   	 47.86
 9480   	 47.89
 9495   	 47.91
 9510   	 47.92
 9525   	 47.90
 9540   	 47.86
 9555   	 47.89
 9570   	 47.89
 9585   	 47.88
 9600   	 47.88
 9615   	 47.88
 9630   	 47.88
 9645   	 47.89
 9660   	 47.88
 9675   	 47.88
 9690   	 47.84
 9705   	 47.85
 9720   	 47.84
 9735   	 47.87
 9750   	 47.88
 9765   	 47.89
 9780   	 47.89
 9795   	 47.88
 9810   	 47.85
 9825   	 47.87
 9840   	 47.86
 9855   	 47.85
 9870   	 47.87
 9885   	 47.83
 9900   	 47.82
 9915   	 47.83
 9930   	 47.79
 9945   	 47.83
 9960   	 47.82
 9975   	 47.81
 9990   	 47.80
10005   	 47.80
10020   	 47.82
10035   	 47.83
10050   	 47.81
10065   	 47.79
10080   	 47.81
10095   	 47.80
10110   	 47.79
10125   	 47.80
10140   	 47.79
10155   	 47.80
10170   	 47.81
10185   	 47.78
10200   	 47.79
10215   	 47.80
10230   	 47.78
10245   	 47.79
10260   	 47.78
10275   	 47.79
10290   	 47.77
10305   	 47.78
10320   	 47.77
10335   	 47.79
10350   	 47.78
10365   	 47.78
10380   	 47.78
10395   	 47.78
10410   	 47.78
10425   	 47.78
10440   	 47.77
10455   	 47.78
10470   	 47.77
10485   	 47.78
10500   	 47.78
10515   	 47.76
10530   	 47.76
10545   	 47.77
10560   	 47.77
10575   	 47.76
10590   	 47.77
10605   	 47.77
10620   	 47.76
10635   	 47.75
10650   	 47.77
10665   	 47.77
10680   	 47.75
10695   	 47.76
10710   	 47.76
10725   	 47.76
10740   	 47.76
10755   	 47.75
10770   	 47.75
10785   	 47.76
10800   	 47.75
10815   	 47.75
10830   	 47.76
10845   	 47.77
10860   	 47.77
10875   	 47.78
10890   	 47.78
10905   	 47.79
10920   	 47.77
10935   	 47.80
10950   	 47.80
10965   	 47.79
10980   	 47.80
10995   	 47.78
11010   	 47.80
11025   	 47.79
11040   	 47.79
11055   	 47.78
11070   	 47.79
11085   	 47.80
11100   	 47.80
11115   	 47.82
11130   	 47.82
11145   	 47.83
11160   	 47.83
11175   	 47.82
11190   	 47.83
11205   	 47.88
11220   	 47.86
11235   	 47.86
11250   	 47.88
11265   	 47.92
11280   	 47.90
11295   	 47.93
11310   	 47.90
11325   	 47.91
11340   	 47.95
11355   	 47.92
11370   	 47.95
11385   	 47.94
11400   	 47.92
11415   	 47.96
11430   	 47.96
11445   	 47.90
11460   	 47.91
11475   	 47.92
11490   	 47.89
11505   	 47.93
