# time [m]  height [ft]
	0   	 47.94
   15   	 47.94
   30   	 47.94
   45   	 47.95
   60   	 47.93
   75   	 47.95
   90   	 47.95
  105   	 47.96
  120   	 47.94
  135   	 47.93
  150   	 47.95
  165   	 47.92
  180   	 47.93
  195   	 47.96
  210   	 47.97
  225   	 47.97
  240   	 47.95
  255   	 47.92
  270   	 47.94
  285   	 47.94
  300   	 47.96
  315   	 47.92
  330   	 47.89
  345   	 47.94
  360   	 47.95
  375   	 47.95
  390   	 47.91
  405   	 47.93
  420   	 47.93
  435   	 47.94
  450   	 47.91
  465   	 47.89
  480   	 47.94
  495   	 47.95
  510   	 47.92
  525   	 47.92
  540   	 47.94
  555   	 47.89
  570   	 47.91
  585   	 47.94
  600   	 47.94
  615   	 47.95
  630   	 47.93
  645   	 47.93
  660   	 47.93
  675   	 47.90
  690   	 47.92
  705   	 47.94
  720   	 47.91
  735   	 47.94
  750   	 47.91
  765   	 47.94
  780   	 47.99
  795   	 47.95
  810   	 47.91
  825   	 47.95
  840   	 47.97
  855   	 48.01
  870   	 47.95
  885   	 47.97
  900   	 47.99
  915   	 48.00
  930   	 47.98
  945   	 47.95
  960   	 47.96
  975   	 48.01
  990   	 48.01
 1005   	 48.05
 1020   	 48.10
 1035   	 48.14
 1050   	 48.20
 1065   	 48.21
 1080   	 48.15
 1095   	 48.16
 1110   	 48.14
 1125   	 48.13
 1140   	 48.09
 1155   	 48.09
 1170   	 48.09
 1185   	 48.05
 1200   	 48.09
 1215   	 48.05
 1230   	 48.07
 1245   	 48.07
 1260   	 48.08
 1275   	 48.08
 1290   	 48.04
 1305   	 48.05
 1320   	 48.03
 1335   	 48.03
 1350   	 48.01
 1365   	 48.05
 1380   	 48.02
 1395   	 48.02
 1410   	 47.99
 1425   	 48.02
 1440   	 47.98
 1455   	 47.97
 1470   	 47.97
 1485   	 48.01
 1500   	 47.98
 1515   	 48.00
 1530   	 48.02
 1545   	 47.96
 1560   	 47.99
 1575   	 47.97
 1590   	 47.97
 1605   	 47.98
 1620   	 47.96
 1635   	 47.92
 1650   	 47.95
 1665   	 47.96
 1680   	 47.95
 1695   	 47.94
 1710   	 47.92
 1725   	 47.97
 1740   	 47.94
 1755   	 47.93
 1770   	 47.93
 1785   	 47.89
 1800   	 47.91
 1815   	 47.93
 1830   	 47.94
 1845   	 47.92
 1860   	 47.90
 1875   	 47.91
 1890   	 47.89
 1905   	 47.89
 1920   	 47.92
 1935   	 47.88
 1950   	 47.86
 1965   	 47.88
 1980   	 47.89
 1995   	 47.88
 2010   	 47.88
 2025   	 47.87
 2040   	 47.91
 2055   	 47.87
 2070   	 47.86
 2085   	 47.85
 2100   	 47.88
 2115   	 47.89
 2130   	 47.84
 2145   	 47.88
 2160   	 47.86
 2175   	 47.88
 2190   	 47.85
 2205   	 47.86
 2220   	 47.90
 2235   	 47.91
 2250   	 47.94
 2265   	 47.91
 2280   	 47.93
 2295   	 47.91
 2310   	 47.89
 2325   	 47.90
 2340   	 47.91
 2355   	 47.93
 2370   	 47.91
 2385   	 47.94
 2400   	 47.95
 2415   	 47.95
 2430   	 47.95
 2445   	 47.92
 2460   	 47.96
 2475   	 47.97
 2490   	 47.94
 2505   	 47.97
 2520   	 47.98
 2535   	 47.96
 2550   	 47.98
 2565   	 47.97
 2580   	 47.97
 2595   	 48.01
 2610   	 47.96
 2625   	 47.96
 2640   	 47.96
 2655   	 47.95
 2670   	 47.95
 2685   	 47.97
 2700   	 47.94
 2715   	 47.96
 2730   	 47.97
 2745   	 47.97
 2760   	 47.98
 2775   	 48.00
 2790   	 48.03
 2805   	 48.03
 2820   	 48.05
 2835   	 48.08
 2850   	 48.06
 2865   	 48.07
 2880   	 48.07
 2895   	 48.02
 2910   	 48.05
 2925   	 48.08
 2940   	 48.06
 2955   	 48.08
 2970   	 48.09
 2985   	 48.08
 3000   	 48.11
 3015   	 48.15
 3030   	 48.13
 3045   	 48.19
 3060   	 48.17
 3075   	 48.15
 3090   	 48.11
 3105   	 48.11
 3120   	 48.09
 3135   	 48.08
 3150   	 48.02
 3165   	 48.02
 3180   	 48.05
 3195   	 48.03
 3210   	 48.02
 3225   	 48.00
 3240   	 47.99
 3255   	 47.98
 3270   	 47.98
 3285   	 47.99
 3300   	 47.99
 3315   	 47.99
 3330   	 47.97
 3345   	 47.93
 3360   	 47.98
 3375   	 47.94
 3390   	 47.97
 3405   	 47.91
 3420   	 47.96
 3435   	 47.95
 3450   	 47.98
 3465   	 47.95
 3480   	 47.94
 3495   	 47.96
 3510   	 47.91
 3525   	 47.93
 3540   	 47.91
 3555   	 47.92
 3570   	 47.94
 3585   	 47.96
 3600   	 47.90
 3615   	 47.95
 3630   	 47.96
 3645   	 47.90
 3660   	 47.93
 3675   	 47.94
 3690   	 47.94
 3705   	 47.93
 3720   	 47.96
 3735   	 47.97
 3750   	 47.96
 3765   	 47.94
 3780   	 47.96
 3795   	 47.98
 3810   	 48.04
 3825   	 47.98
 3840   	 48.02
 3855   	 48.01
 3870   	 48.02
 3885   	 48.03
 3900   	 48.01
 3915   	 47.95
 3930   	 47.99
 3945   	 48.01
 3960   	 48.01
 3975   	 48.00
 3990   	 48.02
 4005   	 47.99
 4020   	 47.97
 4035   	 48.01
 4050   	 48.00
 4065   	 48.01
 4080   	 48.08
 4095   	 48.11
 4110   	 48.21
 4125   	 48.23
 4140   	 48.18
 4155   	 48.18
 4170   	 48.17
 4185   	 48.15
 4200   	 48.10
 4215   	 48.15
 4230   	 48.08
 4245   	 48.07
 4260   	 48.08
 4275   	 48.07
 4290   	 48.05
 4305   	 48.05
 4320   	 48.00
 4335   	 48.04
 4350   	 48.01
 4365   	 48.02
 4380   	 48.01
 4395   	 48.00
 4410   	 48.00
 4425   	 47.99
 4440   	 47.98
 4455   	 47.97
 4470   	 47.99
 4485   	 47.98
 4500   	 47.96
 4515   	 47.96
 4530   	 47.97
 4545   	 47.96
 4560   	 47.92
 4575   	 47.93
 4590   	 47.93
 4605   	 47.94
 4620   	 47.95
 4635   	 47.92
 4650   	 47.91
 4665   	 47.92
 4680   	 47.93
 4695   	 47.93
 4710   	 47.89
 4725   	 47.92
 4740   	 47.92
 4755   	 47.91
 4770   	 47.90
 4785   	 47.90
 4800   	 47.91
 4815   	 47.90
 4830   	 47.90
 4845   	 47.90
 4860   	 47.89
 4875   	 47.89
 4890   	 47.86
 4905   	 47.88
 4920   	 47.89
 4935   	 47.88
 4950   	 47.86
 4965   	 47.90
 4980   	 47.87
 4995   	 47.87
 5010   	 47.86
 5025   	 47.86
 5040   	 47.85
 5055   	 47.86
 5070   	 47.91
 5085   	 47.89
 5100   	 47.90
 5115   	 47.90
 5130   	 47.89
 5145   	 47.89
 5160   	 47.91
 5175   	 47.91
 5190   	 47.95
 5205   	 47.93
 5220   	 47.93
 5235   	 47.93
 5250   	 47.94
 5265   	 47.97
 5280   	 48.00
 5295   	 47.99
 5310   	 48.00
 5325   	 47.98
 5340   	 47.95
 5355   	 48.00
 5370   	 47.98
 5385   	 48.02
 5400   	 47.98
 5415   	 48.03
 5430   	 47.98
 5445   	 47.99
 5460   	 48.00
 5475   	 47.95
 5490   	 47.96
 5505   	 47.96
 5520   	 47.96
 5535   	 47.99
 5550   	 47.95
 5565   	 47.87
 5580   	 47.98
 5595   	 48.03
 5610   	 48.02
 5625   	 48.02
 5640   	 47.99
 5655   	 47.98
 5670   	 47.97
 5685   	 47.99
 5700   	 47.98
 5715   	 48.02
 5730   	 47.99
 5745   	 48.05
 5760   	 48.08
 5775   	 48.02
 5790   	 47.99
 5805   	 48.01
 5820   	 47.98
 5835   	 47.97
 5850   	 48.01
 5865   	 48.00
 5880   	 47.96
 5895   	 47.99
 5910   	 47.96
 5925   	 47.98
 5940   	 47.95
 5955   	 47.95
 5970   	 47.95
 5985   	 47.94
 6000   	 47.94
 6015   	 47.95
 6030   	 47.97
 6045   	 47.98
 6060   	 47.96
 6075   	 47.95
 6090   	 47.97
 6105   	 47.94
 6120   	 47.96
 6135   	 47.96
 6150   	 47.95
 6165   	 47.97
 6180   	 47.97
 6195   	 47.94
 6210   	 47.92
 6225   	 47.92
 6240   	 47.95
 6255   	 47.93
 6270   	 47.94
 6285   	 47.93
 6300   	 47.91
 6315   	 47.93
 6330   	 47.90
 6345   	 47.92
 6360   	 47.93
 6375   	 47.94
 6390   	 47.92
 6405   	 47.88
 6420   	 47.90
 6435   	 47.88
 6450   	 47.90
 6465   	 47.89
 6480   	 47.89
 6495   	 47.88
 6510   	 47.85
 6525   	 47.91
 6540   	 47.89
 6555   	 47.90
 6570   	 47.90
 6585   	 47.90
 6600   	 47.90
 6615   	 47.90
 6630   	 47.92
 6645   	 47.90
 6660   	 47.92
 6675   	 47.91
 6690   	 47.91
 6705   	 47.91
 6720   	 47.88
 6735   	 47.90
 6750   	 47.89
 6765   	 47.92
 6780   	 47.90
